Away Team,Visitor Pts,Home Team,Home Pts,Home Win,Away Pts For,Away Pts Allowed,Away Cover,Away Pace,Away TS,Away eFG,Away 3PAR,Away ft Rate,away orb,away drb,away trb,away AST,away STL,away BLK,Away TOV,away off rtg,away def rtg,Away Travel,Away Inactive,Away ELO,Home Pts For,Home pts allowed,Home Covers,Home Pace,Home TS,Home EFG,Home 3PAR,home ft rate,Home ORB,Home DRB,Home TRB,Home AST,Home STL,Home BLK,Home TOV,Home offRtg,Home def RTG,Home Travel,Home Inactive,Home ELO
Charlotte Hornets,114,Toronto Raptors,124,1,111.333,131,0.333,98.867,0.563,0.537,0.311,0.253,28.267,78.433,50.533,58.4,7.7,5.267,13.433,112.6,132.467,0,4,1321.773747,114,108.333,0.667,96.133,0.535,0.496,0.394,0.303,33.933,76.367,53.233,59.5,11.4,15.667,9.233,118.067,112.8,0,3,1404.546285
Dallas Mavericks,119,Los Angeles Lakers,115,0,119.333,115.667,0.667,95.667,0.603,0.56,0.361,0.343,24.467,77.567,50.1,54.9,4.533,4.033,7.733,124.633,120.833,0,3,1476.399729,118.667,110.333,0.333,96.433,0.599,0.574,0.508,0.284,27.867,72.767,50,55,6.6,9.1,10.767,123.033,114.433,830.829,4,1436.131057
Cleveland Cavaliers,119,Portland Trail Blazers,113,0,116.333,118,0.333,97.633,0.56,0.517,0.353,0.309,30.1,70.933,49.2,57.767,6.5,10.233,10.1,119.167,120.933,633.88,4,1499.318406,122.667,117,0.667,94.767,0.614,0.576,0.368,0.236,21.267,76.467,48.8,59.8,6.867,9.933,8.267,125.2,119.4,0,4,1398.12095
New Orleans Pelicans,116,Detroit Pistons,110,0,106.667,122,0.333,102.9,0.519,0.485,0.358,0.242,25.033,69.933,44.333,63.267,12.3,5.3,13.467,103.7,118.467,611.899,4,1490.7167,121,130.667,0.333,98.7,0.585,0.535,0.33,0.353,26.1,78.833,50.767,58,8.133,4.833,11.067,118.433,127.867,0,5,1328.675055
Atlanta Hawks,113,Indiana Pacers,111,0,110,119.667,0.333,101.233,0.535,0.493,0.311,0.25,25.667,79.733,51.1,61.8,5.3,5.967,12.267,108.7,118.067,426.286,3,1420.130377,127.333,121.333,0.667,99,0.655,0.619,0.465,0.32,21.8,67.067,45.633,60.8,10.033,5.633,11.5,128.967,122.7,644.418,5,1456.773964
New York Knicks,112,Washington Wizards,108,0,129.667,110.667,1,95.267,0.621,0.583,0.368,0.272,36.7,82.433,58.467,58,7.467,7.767,11.3,131.7,112.4,205.393,2,1473.455195,106.667,115,0.667,98.567,0.566,0.52,0.392,0.243,16.067,84.5,51,60.8,5.067,10.8,12.1,107.933,116.9,0,5,1403.549674
Golden State Warriors,144,San Antonio Spurs,113,0,111,118,0.667,98.533,0.609,0.576,0.398,0.277,15.933,73.867,46.267,59.267,4.733,8.8,15.167,112.767,119.933,1488.556,5,1438.853925,128.667,124.667,0.667,96.6,0.675,0.649,0.36,0.248,16.933,69.867,46.267,52.6,7.767,8.067,9.6,132.633,129.333,628.672,3,1335.542359
Oklahoma City Thunder,124,Chicago Bulls,110,0,121.333,106.667,0.667,99.467,0.628,0.605,0.327,0.149,27.3,85.233,57.933,68.433,7.367,9.033,14.2,121.9,107.333,666.572,5,1440.008101,116.333,113,0.333,99.267,0.566,0.538,0.481,0.231,20.033,79.7,49.8,62.7,7.9,9.9,12.733,109.8,106.333,596.84,6,1420.74414
Phoenix Suns,116,Minnesota Timberwolves,121,1,104.667,102.333,0.667,95.433,0.578,0.54,0.377,0.259,23.2,72.133,47.967,60.667,8.067,4.867,15.533,109.667,107.133,698.461,6,1403.839352,109,104.333,0.667,95.933,0.554,0.513,0.443,0.334,31.867,80,56.7,61.9,5.567,9.033,13.7,113.733,108.5,542.051,3,1433.467918
Orlando Magic,108,Utah Jazz,112,1,108,112,0.333,95.233,0.517,0.471,0.42,0.282,36.1,81.867,57.167,57.6,7.3,4.3,9.5,113.267,117.6,633.88,5,1391.734622,108.333,117.667,0.667,96.7,0.565,0.542,0.356,0.184,29.567,65.667,48.567,52.867,5.5,6.1,14.067,112.133,121.633,0,5,1422.020798
Denver Nuggets,115,Los Angeles Clippers,103,0,119,116.333,0.333,95.033,0.674,0.647,0.481,0.21,11.933,72.267,45.967,64.333,4.5,7.733,13.4,125.133,122.533,830.829,4,1549.878325,121,115.667,0.333,101.167,0.587,0.556,0.323,0.275,18.667,78.067,49.967,58.567,7.033,10.8,9.867,115.833,110.5,0,5,1421.419973
Houston Rockets,114,Sacramento Kings,139,1,119,127.667,0.333,99.233,0.58,0.554,0.461,0.209,24.467,70.1,45.267,63.2,7.6,3.7,9.4,120.267,128.967,0,4,1306.944935,101,107.667,0.333,95.767,0.525,0.483,0.356,0.23,23.6,80.8,51.267,56.267,6.2,11.667,11.667,105.6,112.367,0,2,1464.558397
Milwaukee Bucks,95,Miami Heat,111,1,117.667,107.333,0.667,96.833,0.606,0.571,0.32,0.274,25.733,81.233,53.433,59.733,8.633,10.367,11.2,121.6,110.7,0,3,1485.286346,122,109,0.667,101.833,0.571,0.529,0.32,0.279,31.567,71.3,52.667,52.967,9.1,14.867,10.633,119.833,107.333,0,5,1483.626154
Boston Celtics,122,Charlotte Hornets,106,0,113.667,101.667,0.667,95.4,0.557,0.528,0.337,0.195,27.8,78.633,51.767,62.1,10.867,13.333,7.267,119.2,106.6,530.748,3,1557.819391,111.333,108.333,1,100.033,0.533,0.496,0.279,0.305,28.933,72.667,49.667,59.767,6.667,5.033,10.233,111.8,108.867,586.859,4,1315.400192
Memphis Grizzlies,130,Indiana Pacers,112,0,116.333,103.333,1,99.533,0.582,0.57,0.443,0.167,21.967,86.9,55.967,62.067,7.267,8.3,10.533,117.267,104.167,384.366,5,1546.721711,112,111.333,0.333,95.067,0.603,0.571,0.498,0.257,23.067,64.6,44.467,58.133,8.4,10.267,13.667,117.6,116.633,0,4,1446.27254
Atlanta Hawks,114,Toronto Raptors,103,0,114,108.667,0.667,100.6,0.535,0.489,0.268,0.26,28.733,80.733,52.367,55.3,6.3,6.167,9.6,113.433,107.933,440.281,3,1429.327154,122.667,107.333,0.667,96.733,0.554,0.512,0.387,0.275,37.067,70.533,52.633,54.367,12.367,18,7.733,126.5,111,0,4,1392.163309
Cleveland Cavaliers,102,Minnesota Timberwolves,110,1,114,119.333,0,95.833,0.539,0.502,0.381,0.296,30.867,67.633,48.3,58.867,5.433,10.467,10.433,115.2,120.667,1422.008,4,1487.697134,112.667,110,0.333,97.867,0.573,0.54,0.378,0.368,27.867,77.433,54.067,63.733,7.1,9.133,12.7,115.2,112.233,0,3,1442.488169
Philadelphia 76ers,118,Utah Jazz,117,0,130,126.333,1,100.767,0.609,0.563,0.327,0.292,26.6,72.633,47.7,59.367,9.333,5.933,9.067,125.633,121.9,1921.262,3,1502.727824,114,116,0.667,97.267,0.576,0.558,0.337,0.181,29.8,71.4,49.533,53.233,6.8,6.767,11.667,117.267,119.2,0,5,1411.24737
Dallas Mavericks,119,Portland Trail Blazers,136,1,114.667,113,0.667,96.567,0.564,0.524,0.35,0.324,24.533,80.733,50.7,52.767,7.333,4.933,9.433,115.033,113.567,827.135,4,1464.442134,120.333,121,0.333,94.133,0.59,0.553,0.407,0.249,23.367,73.767,46,61.133,6.567,9.6,7.533,123.567,124.567,0,4,1407.496577
New York Knicks,117,Detroit Pistons,104,0,121,104.333,1,94.733,0.578,0.533,0.406,0.315,32.133,86.333,56.2,56,8.867,8.433,10.267,123.6,106.5,395.762,2,1479.30381,121,123,0.333,98.533,0.596,0.548,0.391,0.391,25.9,73.333,49.8,65.267,7.433,5.633,12.6,118.633,120.133,0,5,1319.956841
Houston Rockets,100,Los Angeles Clippers,121,1,113.333,123.667,0,99.3,0.557,0.525,0.483,0.241,22.5,74.467,47.667,65.733,4.567,5.633,9.733,114.5,124.867,361.421,5,1300.241646,125,119.667,0.333,103.233,0.615,0.593,0.378,0.247,23,77,50.5,59.9,6.5,6.067,11.5,121.033,115.767,0,5,1425.927458
Golden State Warriors,118,Chicago Bulls,132,1,107,117.333,0.333,99.667,0.567,0.537,0.349,0.239,16.667,78.5,46.767,52.733,7.7,8.233,12.933,107.4,117.867,1049.608,5,1428.553986,121.333,106.333,0.667,99.933,0.575,0.547,0.517,0.22,19.433,83.7,50.533,62.767,8.833,8.1,11.1,113.933,99.2,0,3,1428.429848
Oklahoma City Thunder,112,Brooklyn Nets,102,0,113.333,99.333,0.667,95.9,0.609,0.576,0.321,0.21,24.733,79.667,56.033,64.2,5.933,7.3,13.2,118.167,103.5,715.336,5,1452.668697,118.333,104,0.667,97.733,0.616,0.594,0.321,0.144,19.1,70.867,46.767,62.333,10.833,10.967,10.633,120.533,106.7,0,3,1534.725443
Sacramento Kings,132,San Antonio Spurs,119,0,111,116,0.333,99.267,0.599,0.568,0.355,0.279,12.333,74.467,44.167,62.1,7.1,5.133,13.1,111.833,117.2,1459.06,2,1470.778414,122.667,124,0.333,94.233,0.67,0.635,0.409,0.282,12.333,68.633,44.333,50.6,4.8,9.6,9.6,129.933,131.833,0,4,1326.375572
Orlando Magic,116,Denver Nuggets,119,1,110,107,0.667,94.333,0.561,0.515,0.399,0.32,31.433,79.933,57.1,54.433,7.367,8.6,9.8,116.3,113.633,370.186,5,1386.082587,107.333,116,0.333,97.867,0.554,0.529,0.463,0.23,17.367,78.833,46.333,62.7,4.4,5.667,10.267,109.567,118.467,830.829,4,1553.568798
Dallas Mavericks,123,Portland Trail Blazers,140,1,115.667,112.333,0.667,98.3,0.57,0.535,0.335,0.291,19.2,78.467,47.133,52.3,9.633,3.467,8.9,113.9,110.867,0,6,1453.064267,129.333,122.667,0.333,97.9,0.626,0.588,0.387,0.252,28.4,80.467,54.733,62.233,5.633,11.3,9.733,127.6,122.233,0,3,1416.263675
Philadelphia 76ers,113,Los Angeles Lakers,112,0,124,124.333,1,97.6,0.575,0.529,0.34,0.305,29.833,67.8,47.4,59.567,7.3,5.967,8.2,123.5,123.733,581.04,2,1510.531956,105.333,108.333,0,93.733,0.547,0.519,0.517,0.298,23.633,77.4,47.8,57.1,4.933,7.267,11.133,112,115.7,0,4,1425.172586
Boston Celtics,130,Charlotte Hornets,118,0,108,100.333,0.667,94.1,0.574,0.538,0.387,0.232,26.7,78.233,51.6,53.3,9.533,15.2,11.3,114.933,106.733,0,3,1561.679235,107.667,109.667,0.667,99.667,0.52,0.466,0.287,0.328,27.567,72.967,49.333,55.533,7,6.933,10.1,108.567,110.533,0,4,1309.2842
Indiana Pacers,119,Milwaukee Bucks,132,1,116.333,130.333,0.333,109.567,0.527,0.483,0.402,0.27,20.867,73.3,44.567,66.633,7.867,11.967,11.2,106.4,118.767,244.261,3,1437.566588,113.333,122.333,0,95.567,0.6,0.554,0.336,0.299,21.4,74.1,48.467,58.4,8.933,6.6,11.133,118.933,128.867,1270.092,4,1491.485882
New Orleans Pelicans,103,Cleveland Cavaliers,113,1,111,120.333,0.333,102.4,0.551,0.505,0.324,0.292,27.267,73.567,49.3,57.833,10.433,5.9,14.433,108.367,117.467,91.353,5,1480.83929,107.667,105.333,0.667,99.9,0.519,0.475,0.324,0.284,31.533,83.667,56.533,55,7.067,6.133,12.2,107.933,105.367,630.317,3,1494.976117
Toronto Raptors,123,New York Knicks,121,0,118,118,0.667,98.467,0.609,0.563,0.346,0.256,25.667,79.5,54.1,58.467,5.767,8.9,12.867,119.733,120.067,340.421,3,1404.212564,116.667,102,0.667,93.633,0.613,0.578,0.398,0.303,32.733,77.333,56.367,55.667,6.3,5.567,12.667,124.733,109.533,481.083,2,1464.38428
Golden State Warriors,127,Washington Wizards,118,0,100.667,113,0.333,100.533,0.531,0.493,0.333,0.279,21.1,79.767,50.367,53.333,7.3,9.5,15.167,100.1,112.433,596.84,5,1437.48935,112,103,1,99.7,0.59,0.56,0.41,0.236,17.733,81.5,52.067,64.867,6.7,12.133,12.533,112.3,103.267,0,4,1391.424036
Miami Heat,113,Atlanta Hawks,121,1,110.667,112,0.333,101.667,0.533,0.49,0.393,0.357,30.633,84.1,57.033,51.7,6.9,9.6,12.7,108.9,110.167,606.018,5,1472.320972,116.667,115,0.667,101.967,0.534,0.491,0.337,0.237,26.067,73.267,48.733,56.2,9.733,9.967,10.133,110.567,109.233,734.365,2,1438.019308
Utah Jazz,126,Minnesota Timberwolves,125,0,110,134,0,101.7,0.524,0.501,0.335,0.171,29.2,74.633,47.633,56.333,7.9,7.633,12.433,108.333,131.767,984.389,3,1421.754463,115,109,0.333,99.067,0.583,0.564,0.4,0.294,28.267,82.5,56.5,62.633,7.367,9.967,13.633,116.233,109.867,0,2,1428.880725
Phoenix Suns,106,Memphis Grizzlies,136,1,110.333,118.333,0.333,97.367,0.574,0.536,0.383,0.284,25.5,73.733,49.067,56.667,6.3,6.2,13.833,113.267,120.9,700.937,5,1397.83098,121,108.333,0.333,99.333,0.588,0.555,0.484,0.275,22.267,77.367,51.7,54.767,5.133,5.967,11.167,117.467,105.233,384.366,4,1550.683929
Houston Rockets,132,Los Angeles Lakers,140,1,114.667,124.667,0,102.633,0.561,0.528,0.537,0.193,21,73.067,45.3,70.533,6.4,6.8,12.233,111.6,121.333,0,3,1293.798685,113.667,109.667,0.333,95.167,0.604,0.562,0.542,0.314,18.5,80.133,48.833,58.567,3.467,6.833,11.9,118.8,115.467,0,3,1429.473393
Toronto Raptors,122,Milwaukee Bucks,130,1,111.667,112.667,0.333,95.7,0.584,0.548,0.355,0.229,25,78.6,53.7,58.067,7,8.833,12.233,116.533,117.967,732.505,2,1396.809756,125,124.333,0.333,96.8,0.631,0.584,0.328,0.305,18.067,77,49.533,52.933,9,9.133,11.633,121.333,120.967,0,3,1496.563455
Brooklyn Nets,98,San Antonio Spurs,106,1,107.333,108,0.333,96,0.584,0.548,0.41,0.221,17.267,73.7,45.867,61.267,8.667,15.267,12.2,111.867,112.333,1579.371,5,1519.629356,114,125,0,96.033,0.613,0.564,0.406,0.321,6.933,67.967,37.6,54.333,3.4,8.333,8.867,119.4,130.633,0,3,1339.396818
Portland Trail Blazers,113,Denver Nuggets,122,1,132.333,122.333,0.667,98.333,0.683,0.625,0.388,0.396,20.3,80.733,52.867,62.233,6.433,7.8,9.6,134.5,124.267,979.794,3,1410.122019,118.667,120.333,0.333,100.733,0.604,0.581,0.442,0.322,18.333,77.567,47.3,67,4.967,7.067,11.333,117.867,119.667,0,3,1557.634013
Philadelphia 76ers,120,Los Angeles Clippers,110,0,111.667,125.333,0.667,99.733,0.515,0.47,0.406,0.244,24.7,67.9,45.133,62.233,7.1,4.5,9.833,108.3,121.867,0,2,1517.862537,120.333,120,0.333,102.467,0.606,0.576,0.368,0.283,21.967,74.033,49.1,56.433,6.233,5.633,12.567,117.3,116.9,0,4,1415.48463
Atlanta Hawks,130,Dallas Mavericks,122,0,110.667,113.667,0.333,99.467,0.552,0.5,0.293,0.275,26.367,85.867,52.067,55.167,6.433,5.667,12.5,111.267,114.267,719.819,2,1448.072544,136.667,113.333,1,101.667,0.665,0.633,0.483,0.264,27.633,78.3,53.267,69.833,5.967,8.1,9.933,134.6,111.533,1630.072,3,1439.868945
Washington Wizards,116,New York Knicks,105,0,114.667,120,0,94.767,0.571,0.525,0.332,0.397,29.867,75.533,52.667,53.333,5.967,8.133,9.333,121.333,126.933,205.393,3,1403.088045,118.333,108.333,0.333,91.533,0.628,0.611,0.403,0.302,31.167,76.567,55.067,57.667,4.333,4.7,11.7,129.1,118.633,0,2,1449.780273
Charlotte Hornets,122,Houston Rockets,117,0,114.667,124,0.667,101,0.555,0.516,0.331,0.275,25.9,77.733,49.833,57.3,7.533,7.467,10.633,113.633,122.833,925.876,5,1318.48372,118,112,0.667,98.633,0.63,0.606,0.533,0.175,21.367,75.233,49.2,75.8,8,4.9,14.6,120.333,113.767,1372.899,3,1281.413033
Cleveland Cavaliers,114,Memphis Grizzlies,115,1,113.333,116,0.333,95.8,0.573,0.541,0.423,0.254,24.967,74.567,49.667,66.1,3.367,8.8,12.7,114.533,117.233,630.714,4,1486.728081,123.667,105.667,0.667,100.3,0.607,0.583,0.527,0.212,20.833,74.7,49.6,52.033,4.633,4.467,8.7,122.967,105.433,0,4,1556.48005
Miami Heat,124,New Orleans Pelicans,98,0,107.333,110.667,0.333,101.3,0.533,0.489,0.4,0.328,21.033,78.867,50.267,59.533,8.267,10.7,11.3,105.933,109.233,424.845,4,1482.191247,119,104,0.667,101.067,0.577,0.554,0.378,0.213,24.733,75.733,49.9,55.5,11.533,11.333,10,117.7,102.767,925.374,5,1467.813639
Indiana Pacers,106,Oklahoma City Thunder,126,1,111,130.667,0,107.7,0.527,0.485,0.368,0.264,21.733,75.667,45.633,62.5,9.367,10.233,13.233,103.1,121.267,732.556,3,1428.196239,122.333,107.333,1,96.833,0.592,0.554,0.332,0.303,32.5,72.133,52.433,54.6,5.9,8.633,9.3,126.433,111.267,1325.724,6,1459.471898
Los Angeles Clippers,103,Utah Jazz,126,1,121.333,122.667,0.333,99.1,0.63,0.583,0.371,0.315,18.033,77.333,49.733,57,5.067,6.333,11,122.7,123.833,581.04,5,1405.867336,108.333,116.667,0.333,96.967,0.541,0.512,0.309,0.263,28.7,75.9,49.933,64.433,7.867,5.333,11.833,111.767,120.233,984.389,3,1428.787718
Minnesota Timberwolves,118,Denver Nuggets,122,1,107.667,100.333,0.667,98.7,0.559,0.518,0.415,0.275,20.833,73.233,48.867,67.367,5.667,9.3,12.8,109.367,101.967,698.461,4,1422.531641,113.667,111,0.333,102,0.579,0.553,0.415,0.293,17.967,83.867,51.367,73.533,6.5,8.533,11.6,111.4,108.967,0,3,1561.861004
Sacramento Kings,116,Los Angeles Lakers,111,0,109.667,115.333,0.333,99.333,0.578,0.543,0.368,0.302,16.867,78.567,46.933,69.367,8.467,6,13.2,110.433,116.467,1205.963,5,1479.265279,114.667,110,0.667,93.5,0.628,0.593,0.523,0.323,16.567,81.633,48.1,61.567,4.233,7,11.4,122.067,117.867,0,4,1417.799906
Chicago Bulls,126,Detroit Pistons,108,0,120,119,0.333,97.033,0.61,0.592,0.51,0.183,17.633,75.767,46.4,67.7,5.5,8.2,7.167,124.233,122.533,238.866,2,1435.152477,121,122,0.333,100.3,0.592,0.545,0.376,0.349,26.733,72.1,49.6,66.3,8.3,6.1,14.733,116.7,116.967,0,5,1310.200665
Golden State Warriors,118,Boston Celtics,121,1,97.667,116,0,98,0.488,0.45,0.307,0.241,27.2,78.067,49.8,49.3,8.5,7.767,12.5,99.767,118.533,393.613,5,1431.028107,115.333,104.333,0.667,94.333,0.586,0.559,0.377,0.2,28.7,78.467,53.333,57.4,10.2,11.133,9.2,122.133,110.367,720.689,1,1565.994461
Toronto Raptors,126,Minnesota Timberwolves,128,1,112.333,108.667,0.667,95.967,0.591,0.559,0.369,0.252,19.7,80.6,51.3,60.033,8.033,10.633,10.867,116.933,113.4,298.001,2,1387.735426,116.333,110.333,0.333,99.633,0.598,0.572,0.378,0.29,24.533,79.533,53.4,62.933,7,11.967,13.5,116.933,110.667,698.461,4,1429.063157
Brooklyn Nets,112,Phoenix Suns,117,1,102.667,103,0.333,97.8,0.563,0.518,0.361,0.235,20.1,71.067,47.567,62.067,8.833,15.667,15.033,105.667,105.7,849.569,4,1506.534485,108.667,105.667,0.333,97.1,0.53,0.498,0.312,0.234,26.967,80.5,51.367,59.933,10.333,11.833,11.5,108.4,105.367,1259.937,6,1408.457565
Philadelphia 76ers,105,Portland Trail Blazers,95,0,108.667,117.333,0.667,99.833,0.55,0.497,0.413,0.297,17.2,72.667,44.7,60.5,8.333,4,10.833,108.933,117.567,827.135,2,1524.603455,124.333,125,0.333,102.1,0.617,0.569,0.401,0.28,25.233,85.333,54.567,71.2,5.567,9.233,12,121.567,123.233,979.794,4,1400.344772
New Orleans Pelicans,110,Orlando Magic,123,1,107.333,119.333,0,99.9,0.554,0.517,0.341,0.236,20.667,74.667,47.033,56.233,8.567,8.5,13.367,107.633,119.6,533.249,5,1455.763406,124,115.667,0.667,97.6,0.657,0.638,0.397,0.319,21.633,78.967,52.233,60.7,8.9,8.567,12.7,126.6,117.767,1550.107,5,1395.557248
New York Knicks,124,Atlanta Hawks,139,1,117,105.667,1,95.5,0.577,0.535,0.388,0.328,31.367,86.933,56.567,46.767,9.133,10.167,11.9,118.533,107.033,747.935,3,1439.939608,120,114.667,0.667,102.967,0.539,0.508,0.3,0.172,27.3,75.467,51.1,52.233,8.667,8.3,9.7,112.767,107.7,719.819,2,1455.316602
Golden State Warriors,120,Cleveland Cavaliers,114,0,98,120,0,96.767,0.494,0.452,0.36,0.231,26.533,69.633,46.667,53.033,7.267,7.167,12.533,101.467,124.167,549.163,5,1442.216819,102.667,101.333,0.667,97.1,0.511,0.469,0.383,0.25,28.367,84.133,54.3,49.4,7.633,4.833,11.6,105.933,104.033,630.714,4,1472.524387
Miami Heat,90,Dallas Mavericks,115,1,108.333,106.667,0.333,99.733,0.532,0.484,0.358,0.363,26.467,77.067,52.3,60.067,9.1,10.5,10.467,108.9,106.867,442.725,4,1471.216692,130.667,114,0.667,100.7,0.642,0.594,0.471,0.33,29.667,79.267,55.167,65.167,4.967,8.633,11.067,129.8,113.3,0,3,1448.223932
Los Angeles Clippers,131,San Antonio Spurs,126,0,114,115.333,0.333,95.3,0.62,0.583,0.432,0.261,21.6,77.667,52.533,59.7,3.867,5.2,13.967,119.5,121.167,1089.903,5,1413.674829,120.667,124.667,0,99.133,0.636,0.575,0.416,0.357,15.667,73.4,44.933,58.7,4.3,7.2,11.3,122.467,126,0,4,1328.434747
Indiana Pacers,111,Denver Nuggets,134,1,110.333,119.667,0.333,103.2,0.55,0.519,0.389,0.23,20.533,75.933,47.367,59.333,8,12.367,12.7,106.933,115.667,505.532,3,1421.966731,116.333,105.667,0.667,100.967,0.582,0.559,0.417,0.331,24.733,82.967,54.467,68.6,6.2,8.9,11.967,115.367,104.667,0,5,1565.994513
Brooklyn Nets,117,Utah Jazz,106,0,104,108,0,100.4,0.572,0.54,0.337,0.258,14.7,71.9,46,59.567,9.267,12.4,15.067,104.067,107.833,506.06,2,1514.044015,113,120.333,0.333,100.667,0.567,0.534,0.286,0.339,21.2,77.333,48.8,65.1,9.233,9.3,12.433,112.067,119.6,0,3,1418.148093
Memphis Grizzlies,121,Los Angeles Lakers,122,1,115.667,105,1,99.833,0.588,0.573,0.496,0.196,20.067,77.733,51.4,66.967,6.2,8.333,10.967,116.2,105.533,1601.47,3,1542.964823,126.667,115.333,0.667,95.633,0.653,0.62,0.522,0.329,17.233,76.9,49,57.2,4.767,8.267,9.933,128.3,116.8,0,4,1428.908633
Oklahoma City Thunder,113,Sacramento Kings,118,1,109.333,107.667,0.667,94.767,0.548,0.511,0.326,0.199,25.8,71.7,49.767,64.3,6.467,6.667,11.433,111.833,109.433,1336.625,5,1450.232464,112,116.667,0.333,100,0.552,0.513,0.354,0.218,22.6,78.033,50.067,58.4,6.3,9.533,10.133,111.867,116.633,361.421,2,1485.947782
Boston Celtics,106,Toronto Raptors,104,0,110,107,0.333,95.3,0.586,0.548,0.442,0.234,24.9,74.1,49.633,50.9,6.633,13.4,11.933,115.4,112.233,429.233,4,1571.098892,113.667,105.667,0.667,93.167,0.538,0.504,0.364,0.215,42.767,72.067,56.067,53.7,9.933,15.767,10.267,122,113.4,692.445,5,1379.950565
Orlando Magic,118,Washington Wizards,138,1,118.333,114,0.667,96.9,0.621,0.587,0.447,0.321,26.933,83.733,57.467,55.567,7.9,10.1,12,122.033,117.667,758.157,5,1385.97524,114.333,108.333,0.667,99.2,0.601,0.577,0.423,0.223,20.8,78.367,50.967,68.767,7.733,11.2,13,115.267,109.233,205.393,4,1410.088237
Charlotte Hornets,122,Atlanta Hawks,118,0,117.667,123,0.667,103.7,0.556,0.509,0.348,0.268,26.867,76.433,52,57.267,7.433,9.4,11.2,113.4,118.667,700.741,4,1331.829709,113.333,106,0.667,103.133,0.534,0.501,0.282,0.178,27.4,80.8,53.967,48.6,7.733,6.433,11.467,109.867,102.767,0,2,1439.390628
Milwaukee Bucks,102,Cleveland Cavaliers,114,1,115,104,1,93.767,0.579,0.538,0.331,0.256,20.7,81.167,51.367,54.867,9.267,11.6,9.667,115.7,104.267,335.831,3,1486.097771,102.333,97.333,0.667,94.4,0.517,0.483,0.387,0.234,29.933,79.767,53.433,54.833,7.733,4.667,11.567,108.333,103.267,0,4,1480.372238
Houston Rockets,104,Minnesota Timberwolves,113,1,114.333,127,0,101.167,0.597,0.555,0.564,0.224,18.767,72.1,44.6,73.667,6.233,6.9,14.733,112.8,125.433,1058.378,4,1275.517318,118,111.667,0.667,98.2,0.617,0.592,0.413,0.251,23.6,83.367,54.867,60.367,5.767,12.067,13.4,120.433,113.7,0,5,1432.938896
Indiana Pacers,107,Phoenix Suns,112,1,109,113.667,0.333,100.7,0.573,0.552,0.438,0.209,17.7,71.367,45.733,57.3,7.6,10.867,13.6,108.167,112.9,585.46,3,1411.795539,106.333,111.333,0,97.567,0.517,0.462,0.327,0.309,26.333,79.8,51.467,58.133,7.633,12.433,12.233,105.533,110.533,0,5,1416.01834
Philadelphia 76ers,129,Sacramento Kings,127,0,104.333,106,0.667,100.7,0.53,0.47,0.417,0.294,16.1,76.767,46.667,62.6,9.3,4.667,10.833,103.633,105.233,484.026,3,1533.162827,123.333,114.333,0.667,99.633,0.598,0.56,0.307,0.269,26.2,73.733,50.733,53.933,8.733,7.633,8.867,124.033,114.633,0,2,1474.200272
Los Angeles Clippers,112,Dallas Mavericks,98,0,119,114.333,0.667,99.633,0.624,0.599,0.426,0.191,25.3,79.567,55.667,66.1,4.267,6.7,15.8,119.167,114.767,251.564,5,1424.274482,128,118.667,0.333,98.4,0.651,0.609,0.432,0.335,27.467,72.333,51.933,64.733,5.733,8.767,11.033,130.067,120.533,0,2,1434.533945
New Orleans Pelicans,96,Miami Heat,100,1,109,119,0,98.667,0.56,0.51,0.346,0.306,19.7,76.567,47.767,58.5,5.7,12.067,11.1,110.567,120.6,204.266,4,1446.402865,114,111.333,0.667,101.1,0.538,0.496,0.322,0.284,33.433,68.9,51.3,53.2,11.167,14.6,11.667,112.8,110.433,1110.897,4,1478.010822
New York Knicks,116,Toronto Raptors,125,1,114.667,107.667,1,96.6,0.546,0.509,0.425,0.314,29.667,84.5,54.267,48.233,8.4,7.2,10.067,114.8,107.533,734.365,3,1428.478344,108.667,108.333,0.333,94.033,0.515,0.476,0.34,0.233,42.5,76.967,57.4,47.3,10.2,10.867,11.233,115.667,115.2,0,3,1388.804021
Oklahoma City Thunder,101,Denver Nuggets,99,0,109,107.333,0.667,96.433,0.527,0.488,0.351,0.261,24.9,70.067,48.9,57.633,6.367,6.1,9.8,109.7,107.133,885.959,4,1463.040227,117.667,100.333,1,98.033,0.606,0.586,0.379,0.248,28.633,85.4,58.867,65.667,8.067,5.333,11.8,120.333,102.5,0,5,1550.476183
Memphis Grizzlies,110,Phoenix Suns,112,1,123,112.667,1,104.2,0.634,0.605,0.437,0.273,16.633,78.967,51.233,67.267,6.333,7.1,13.3,118.133,108.333,358.327,3,1529.740393,111.667,116.333,0,101.233,0.543,0.487,0.339,0.344,22.5,81,50.233,61.3,7.233,10.667,10.4,110.267,114.9,0,4,1426.79237
Brooklyn Nets,120,Golden State Warriors,116,0,109,109.667,0.333,100.733,0.586,0.56,0.364,0.276,13.367,73.733,45.433,60.933,8.867,11.8,12.733,109.1,109.233,597.555,2,1521.70941,108,114,0.333,94.2,0.567,0.534,0.322,0.24,31.467,75.767,51.6,64.133,7.1,8.4,13.733,114.867,121.167,2161.009,3,1431.407713
